property_title,type,unit_title,bedrooms,bathrooms,price,sq_foot,pets,fitness,parking,washer_dryer,agent_name,agent_phone,agent_email,agent_website,address,city,zip,state,latitude,longitude,available,description
Gramont Manor,rental,1 bedroom,1,1,900,,1,1,1,0,Kevin Wobbe,313-550-4798,g53nf-5430716483%40hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5430716483.html,120 Seward,Detroit,48202,MI,,,1,Historic apartments in the New Center Area
Gramont Manor,rental,2 bedroom,2,1,1000,,0,1,1,0,Kevin Hill,218-722-4530,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=405&Itemid=181,120 Seward,Detroit,48202,MI,,,1,Historic apartments in the New Center Area
Garfield Lofts,rental,Studio,0,1,1055,,1,0,1,0,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,0,Traditional lofts in Midtown's Medical District
Garfield Lofts,rental,1 Bedroom,1,1,1250,,1,0,1,0,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,0,Traditional lofts in Midtown's Medical District
Garfield Lofts,rental,2 bedroom,2,1,1415,,1,0,1,0,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,0,Traditional lofts in Midtown's Medical District
Art Center Townhomes,rental,2 bedroom,2,1.5,743-795,,0,0,1,0,Tamika Rainey,313-874-1730,Tamika.Rainey@kmgprestige.com,http://rentlinx.kmgprestige.com/5351-Chrysler-Drive-Detroit-MI-48202,5351 Chrysler Drive,Detroit,48202,MI,,,0,Midtown townhomes
Art Center Townhomes,rental,3 Bedroom,3,1.5,764-895,,0,0,1,0,Tamika Rainey,313-874-1730,Tamika.Rainey@kmgprestige.com,http://rentlinx.kmgprestige.com/5351-Chrysler-Drive-Detroit-MI-48202,5351 Chrysler Drive,Detroit,48202,MI,,,0,Midtown townhomes
Research Lofts,rental,2 bedroom,2,1,1350,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=283&Itemid=181,5766 Trumbull,Detroit,48208,MI,,,0,High end development with traditional loft features
Research Lofts,rental,2 bedroom,2,1,2100,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=282&Itemid=181,5766 Trumbull,Detroit,48208,MI,,,1,High end development with traditional loft features
Carlton Lofts,rental,2 bedroom,2,2,1950,,1,0,1,1,Rick,248-514-8649,Please Call,http://www.carltonlofts.com/,2915 John R.,Detroit,48201,MI,,,0,Luxury loft development in Brush Park
74 Charlotte,rental,1 Bedroom,1,1,785,,1,0,1,0,Joel Landy,313-586-7496,cassave@aol.com,http://www.cassavenue.com/Charlotte-Street.html,74 Charlotte,Detroit,48201,MI,,,0,Renovated apartments in a historic home
Cass Park Apartments,rental,1 Bedroom,1,1,850,,1,0,1,0,Amanda Davenport,313-338-3917,downtown@pmapts.com,http://www.apartments.com/cass-park-apartments-detroit-mi/r2l1bm0/,2714 Second Ave,Detroit,48201,MI,,,0,Historic units in Midtown
Cass Park Apartments,rental,Studio,0,1,650,,1,0,1,0,Amanda Davenport,313-338-3917,downtown@pmapts.com,http://www.apartments.com/cass-park-apartments-detroit-mi/r2l1bm0/,2714 Second Ave,Detroit,48201,MI,,,0,Historic units in Midtown
Pallister Plaisance,rental,1 Bedroom,1,1,665,,0,0,1,0,Saperstein & Assoc,313-873-6996, pallister@sapersteinassoc.com,http://pallisterdetroit.com/wordpress/,888 Pallister,Detroit,48202,MI,,,1,New Center apartment with lots of amenities
The Pavilion,rental,Studio,0,1,757-992,,1,0,1,0,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,1,"Lafayette Park high rise, steps from Greektown"
The Pavilion,rental,1 Bedroom,1,1,976-1111,,1,0,1,0,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,1,"Lafayette Park high rise, steps from Greektown"
The Pavilion,rental,2 bedroom,2,1,1393-1713,,1,0,1,0,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,1,"Lafayette Park high rise, steps from Greektown"
Lafayette Towers,rental,Studio,1,1,575-665,,1,1,1,0,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,High rise living in Lafayette Park
Lafayette Towers,rental,1 Bedroom,1,1,730-815,,1,1,1,0,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,High rise living in Lafayette Park
Lafayette Towers,rental,2 bedroom,2,2,899-1350,,1,1,1,0,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,High rise living in Lafayette Park
Lafayette Towers,rental,3 Bedroom,2,2,1200-1600,,1,1,1,0,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,High rise living in Lafayette Park
Jean Rivard Apartments,rental,1 Bedroom,1,1,795-815,,1,0,1,0,Standard Construction Co.,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,0,Garden apartment community steps from Greektown
Jean Rivard Apartments,rental,2 bedroom,2,2,945-955,,1,0,1,0,Standard Construction Co.,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,0,Garden apartment community steps from Greektown
Jean Rivard Apartments,rental,Townhouse,2,2,1215,,1,0,1,0,Standard Construction Co.,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,0,Garden apartment community steps from Greektown
The Palms,rental,Studio,0,1,650,,1,0,1,0,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,0,Historic building within walking distance of downtown
The Palms,rental,1 Bedroom,1,1,700-1000,,1,0,1,0,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,0,Historic building within walking distance of downtown
The Palms,rental,2 bedroom,2,1,900-1300,,1,0,1,0,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,0,Historic building within walking distance of downtown
The Palms East,rental,1 Bedroom,1,1,760-880,,1,0,1,0,Joyce Freeman,313-259-4450,thepalmseast@yahoo.com,http://detroit.craigslist.org/wyn/apa/5023471083.html,1531 E. Larned,Detroit,48207,MI,,,0,"Apartment living in Lafayette Park, near downtown Detroit"
The Palms East,rental,Loft,1,1.5,1025-1050,,1,0,1,0,Joyce Freeman,313-259-4450,thepalmseast@yahoo.com,http://princetonmanagement.com/apartments/michigan/palms-east/,1531 E. Larned,Detroit,48207,MI,,,0,"Apartment living in Lafayette Park, near downtown Detroit"
City Place,rental,Studio,0,1,729,,1,1,1,0,David Hill,313-241-6754,dhill@cityplacedetroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,1,Studios and one-bedroom apartments in Lafayette Park
City Place,rental,1 Bedroom,1,1,889,,1,1,1,0,David Hill,313-241-6754,dhill@cityplacedetroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,1,Studios and one-bedroom apartments in Lafayette Park
City Place,rental,Delux,1,1,925,,1,1,1,0,David Hill,313-241-6754,dhill@cityplacedetroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,1,Studios and one-bedroom apartments in Lafayette Park
Gold Cash Gold Lofts,rental,2 bedroom,2,2,1300-1400,,1,0,0,0,O'Connor Detroit,313-963-9891,info@oconnordetroit.com,http://oconnordetroit.com/,2100 Michigan Ave ,Detroit,48216,MI,,,0,New lofts above a popular restaurant
E and B Brewery Lofts,rental,Studio,0,1,1000-1200,,1,0,1,1,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,Renovated lofts in Eastern Market
E and B Brewery Lofts,rental,1 Bedroom,1,1,1200-1500,,1,0,1,1,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,Renovated lofts in Eastern Market
E and B Brewery Lofts,rental,2 bedroom,2,1,1585-1750,,1,0,1,1,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,Renovated lofts in Eastern Market
E and B Brewery Lofts,rental,2 bedroom,2,2,1750-2000,,1,0,1,1,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,Renovated lofts in Eastern Market
Lofts at Rivertown,rental,1 Bedroom,1,1,1275,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=220&Itemid=181,6533 E. Jefferson,Detroit,48207,MI,,,0,Historic lofts near Belle Isle
Lofts at Rivertown,rental,1 Bedroom,1,1,1200,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=220&Itemid=181,6533 E. Jefferson,Detroit,48207,MI,,,0,Historic lofts near Belle Isle
Lofts at Rivertown,rental,Studio,0,1,950,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=221&Itemid=181,6533 E. Jefferson,Detroit,48207,MI,,,0,Historic lofts near Belle Isle
River Place Luxury Apts,rental,Brownstone,1,1.5,1060,,1,1,1,1,Yvonne,866-845-2669,riverplace@greystar.com,http://www.riverplaceluxuryapartments.com/,500 River Placfe Drive,Detroit,48207,MI,,,0,Updated apartments in a gated community
River Place Luxury Apts,rental,1 Bedroom,1,1,995,,1,1,1,1,Yvonne,866-845-2669,riverplace@greystar.com,http://www.riverplaceluxuryapartments.com/,500 River Placfe Drive,Detroit,48207,MI,,,0,Updated apartments in a gated community
Shoreline East,rental,1 Bedroom,1,1,750,,1,0,1,1,Coldwell Banker Realty Solutions,313-886-4200,Please Call,http://www.zillow.com/homedetails/8900-E-Jefferson-Ave-APT-1132-Detroit-MI-48214/2103954339_zpid/,8900 E. Jefferson,Detroit,48214,MI,,,1,Riverfront living in a gated condo community
Kean Apartments,rental,1 Bedroom,1,1,685,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/kean-residences/,8925 E Jefferson ,Detroit,48214,MI,,,1,Historic apartments in English Village
Kean Apartments,rental,2 bedroom,2,1,765,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/kean-residences/,8925 E Jefferson ,Detroit,48214,MI,,,0,Historic apartments in English Village
Hibbard Tower,rental,1 Bedroom,1,1,599,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/hibbard-tower-residences/,8909 E Jefferson,Detroit,48214,MI,,,1,Historic apartments in English Village
Hibbard Tower,rental,2 bedroom,2,1,750,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/hibbard-tower-residences/,8909 E Jefferson,Detroit,48214,MI,,,1,Historic apartments in English Village
Hibbard Tower,rental,2 bedroom,2,2,785,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/hibbard-tower-residences/,8909 E Jefferson,Detroit,48214,MI,,,1,Historic apartments in English Village
Trombley-Lodge ,rental,Studio,0,1,450-550,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/trombley-lodge-residences/,1050 Hibbard E. Jefferson,Detroit,48214,MI,,,1,Historic studio and one-bedroom apartments near the East Jefferson Corridor
Trombley-Lodge ,rental,1 Bedroom,1,1,600,,1,0,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/trombley-lodge-residences/,1050 Hibbard E. Jefferson,Detroit,48214,MI,,,0,Historic studio and one-bedroom apartments near the East Jefferson Corridor
Alden Towers,rental,2 bedroom,2,2,1099,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,0,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,2 bedroom,2,1.5,849,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,0,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,2 bedroom,2,1,789,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,0,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,1 Bedroom,1,1,677,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,0,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,Studio,0,1,450,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,0,Recently renovated apartments in a historic building on Detroit's riverfront
Van Dyke Manor,rental,1 Bedroom,1,1,590,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/van-dyke-manor/,1000 Van Dyke,Detroit,48214,MI,,,0,"Historic residence with studios, one-, and two-bedroom apartments in Indian Village"
Van Dyke Manor,rental,2 bedroom,2,2,715,,1,1,1,0,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/van-dyke-manor/,1000 Van Dyke,Detroit,48214,MI,,,0,"Historic residence with studios, one-, and two-bedroom apartments in Indian Village"
The Jeffersonian,rental,1 Bedroom,1,1,710,,0,0,1,0,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,1,High-rise living on Detroit’s East Riverfront
The Jeffersonian,rental,2 bedroom,2,2,831,,0,0,1,0,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,1,High-rise living on Detroit’s East Riverfront
The Jeffersonian,rental,3 Bedroom,3,2,1489,,0,0,1,0,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,0,High-rise living on Detroit’s East Riverfront
The Jeffersonian,rental,4 bedroom,4,3,2060,,0,0,1,0,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,0,High-rise living on Detroit’s East Riverfront
Campau Farms ,rental,2 bedroom,2,1.5,1400,,1,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=316&Itemid=181,2934 Prince Hall Dr,Detroit,48207,MI,,,1,"Gated townhome community, near Lafayette Park"
Campau Farms ,rental,2 bedroom,2,1.5,1350,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=284&Itemid=181,1910 Campau Farms,Detroit,48207,MI,,,0,"Gated townhome community, near Lafayette Park"
Leland Lofts,rental,1 Bedroom,1,1,1500,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=280&Itemid=181,1395 Antietam,Detroit,48207,MI,,,0,Historic lofts in Lafayette Park
Leland Lofts,rental,1 Bedroom,1,1,1700,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=285&Itemid=181,1395 Antietam,Detroit,48207,MI,,,0,Historic lofts in Lafayette Park
Detroit Towers,rental,3 Bedroom,3,2,3000,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=234&Itemid=181,8162 E. Jefferson,Detroit,48214,MI,,,1,Historic luxury apartments on the Detroit River
Harbortown Apartments,rental,2 bedroom,2,2,1375,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=447&Itemid=181,3320 Spinnaker,Detroit,48214,MI,,,1,Waterfront living in a gated community
Harbortown Apartments,rental,1 Bedroom,1,2,1590,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://www.theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=54&Itemid=181,250 E. Harbortown Dr,Detroit,48214,MI,,,0,Waterfront living in a gated community
Harbortown Townhouse,rental,2 bedroom,2,2.5,2200,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://www.theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=229&Itemid=181,220 Main Sail Ct,Detroit,48214,MI,,,0,Waterfront living in a gated community
1000 Van Dyke,rental,2 bedroom,2,1,1300,,0,0,1,0,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=438&Itemid=181,1000 Van Dyke,Detroit,48214,MI,,,1,Newly renovated historic apartments in West Village
1000 Van Dyke,rental,1 Bedroom,1,1,850,,0,0,1,0,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=437&Itemid=181,1000 Van Dyke,Detroit,48214,MI,,,1,Newly renovated historic apartments in West Village
Garden Court,rental,2 bedroom,2,2,1750,,1,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=412&Itemid=181,2900 E. Jefferson,Detroit,48207,MI,,,1,Historic Albert Kahn-designed building in Rivertown
Garden Court,rental,2 bedroom,2,2.5,1700,,1,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=470&Itemid=181,2900 E. Jefferson,Detroit,48207,MI,,,1,Historic Albert Kahn-designed building in Rivertown
The Pasadena ,rental,Studio,0,1,650,,0,0,1,1,The Loft Warehouse,313-658-6400,Jim@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=387&Itemid=181,2170 E. Jefferson,Detroit,48207,MI,,,1,"Newly renovated, historic building steps from Detroit River"
Grinnell Lofts,rental,2 bedroom,2,2,2200,,1,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=459&Itemid=181,2003 Brooklyn St. ,Detroit,48226,MI,,,1,Traditional lofts in Corktown
1022 18th Street,rental,3 bedroom,3,2.5,1600,,1,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=464&Itemid=181,1022 18th St.,Detroit,48216,MI,,,1,Townhouse development near Corktown
55 W. Canfield ,rental,Studio,0,1,1700,,0,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=469&Itemid=181,55 W. Canfield,Detroit,48201,MI,,,1,Loft developmetn in Midtown surrounded by neighborhood amenities
FD Lofts ,rental,2 bedroom,2,2,2750,,1,0,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=434&Itemid=181,3434 Russell ,Detroit,48207,MI,,,1,Historic firehouse-turned-loft-development in Eastern Market
2609 Guoin,rental,1 bedroom,1,1,1450,,0,0,1,1,Modern City,313-643-5638,Please Call,"https://hotpads.com/2609-guoin-st-detroit-mi-48207-wdj07v/202/pad#limit=4&lat=42.34054676603304&lon=-83.019131456496&zoom=24&previewId=398ah7a0pnwfs&previewType=listing&detailsOpen=true&minLat=42.333932573922&maxLat=42.347160262462275&minLon=-83.0331111298816&maxLon=-83.00515178311036&show_listing_sidebar=0&includeVaguePricing=false&listingTypes=rental,sublet,room,&propertyTypes=house,divided,condo,townhouse,medium,large,garden,&dupeGrouping=building",2609 Guoin,Detroit,48207,MI,,,1,Authentic loft living in Rivertown 
Heritage at Riverbend,rental,3 Bedroom,3,3.5,2000,,0,0,1,1,Great Lakes Property & Investments,313-647-0930,Please Call,"https://hotpads.com/13315-saint-ervin-ave-detroit-mi-48215-w3uehr/pad#limit=4&lat=42.37107683332295&lon=-82.95306517553983&zoom=25&previewId=p9d771a47u1c&previewType=listing&detailsOpen=true&minLat=42.36777143035073&maxLat=42.37438206235758&minLon=-82.96005501223266&maxLon=-82.94607533884704&show_listing_sidebar=0&includeVaguePricing=false&listingTypes=rental,sublet,room,&propertyTypes=house,divided,condo,townhouse,medium,large,garden,&dupeGrouping=building",13315 St. Ervin Ave,Detroit,48215,MI,,,1,Townhouse development in East Jefferson District
