property_title,type,unit_title,bedrooms,bathrooms,price,sq_foot,pets,fitness,parking,washer_dryer,agent_name,agent_phone,agent_email,agent_website,address,city,zip,state,latitude,longitude,available,description
Lofts at New Amsterdam,rental,3 Bedroom,3,2,2000,,TRUE,FALSE,TRUE,TRUE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/new-amsterdam-lofts,6200 Second Ave,Detroit,48202,MI,,,FALSE,Newly renovated loft development in New Center
Graphic Arts Lofts,rental,Studio,0,1,850,,TRUE,FALSE,TRUE,TRUE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/graphic-arts-lofts,41 Burroughs St,Detroit,48202,MI,,,FALSE,Open concept lofts in Midtown
Graphic Arts Lofts,rental,1 Bedroom,1,1,1250,,TRUE,FALSE,TRUE,TRUE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://detroit.craigslist.org/wyn/apa/5076883659.html,41 Burroughs St,Detroit,48202,MI,,,TRUE,Open concept lofts in Midtown
Graphic Arts Lofts,rental,2 bedroom,2,1,1570,,TRUE,FALSE,TRUE,TRUE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/graphic-arts-lofts,41 Burroughs St,Detroit,48202,MI,,,FALSE,Open concept lofts in Midtown
Gramont Manor,rental,1 bedroom,1,1,800,,TRUE,TRUE,TRUE,FALSE,Elizabeth Tintanalli,313-617-2699,lt@lizindetroit.com,http://www.zillow.com/homedetails/120-Seward-St-APT-105-Detroit-MI-48202/2141069783_zpid/,,,48202,MI,,,TRUE,Historic apartments in the New Center Area
Gramont Manor,rental,2 bedroom,2,1,850,,TRUE,TRUE,TRUE,FALSE,Elizabeth Tintanalli,313-617-2699,lt@lizindetroit.com,"http://hotpads.com/rentals/120-Seward-Street-407-Detroit-MI-48202--2cwxj2kxp5afa#limit=4&lat=42.37437&lon=-83.0787&zoom=20&previewId=2cwxj2kxp5afa&previewType=listing&detailsOpen=true&show_listing_sidebar=0&listingTypes=rental,sublet,room,corporate&propertyTypes=house,divided,condo,townhouse,medium,large,garden,&dupeGrouping=building",,,48202,MI,,,TRUE,Historic apartments in the New Center Area
Garfield Lofts,rental,Studio,0,1,1055,,TRUE,FALSE,TRUE,FALSE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,FALSE,Traditional lofts in Midtown's Medical District
Garfield Lofts,rental,1 Bedroom,1,1,1250,,TRUE,FALSE,TRUE,FALSE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,FALSE,Traditional lofts in Midtown's Medical District
Garfield Lofts,rental,2 bedroom,2,1,1415,,TRUE,FALSE,TRUE,FALSE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,FALSE,Traditional lofts in Midtown's Medical District
2820 E. Grand Blvd. Loft,rental,1 Bedroom,1,1,1550,,TRUE,FALSE,TRUE,TRUE,Private Owner,Please Email,hd79b-5006582264@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5006582264.html,2820 E. Grand Blvd.,Detroit,48211,MI,,,TRUE,Authentic loft living in New Center
Art Center Townhomes,rental,2 bedroom,2,1.5,743-795,,FALSE,FALSE,TRUE,FALSE,Tamika Rainey,313-874-1730,Tamika.Rainey@kmgprestige.com,http://rentlinx.kmgprestige.com/5351-Chrysler-Drive-Detroit-MI-48202,5351 Chrysler Drive,Detroit,48202,MI,,,FALSE,Midtown townhomes
Art Center Townhomes,rental,3 Bedroom,3,1.5,764-895,,FALSE,FALSE,TRUE,FALSE,Tamika Rainey,313-874-1730,Tamika.Rainey@kmgprestige.com,http://rentlinx.kmgprestige.com/5351-Chrysler-Drive-Detroit-MI-48202,5351 Chrysler Drive,Detroit,48202,MI,,,FALSE,Midtown townhomes
Research Lofts,rental,2 bedroom,2,1,1350,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=283&Itemid=181,5766 Trumbull,Detroit,48208,MI,,,TRUE,High end development with traditional loft features
Research Lofts,rental,2 bedroom,2,1,2100,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=282&Itemid=181,5766 Trumbull,Detroit,48208,MI,,,TRUE,High end development with traditional loft features
The Addison,rental,2 bedroom,2,1,1225,,TRUE,FALSE,TRUE,FALSE,Joel Landy,313-586-7496,cassave@aol.com,http://detroit.craigslist.org/wyn/apa/5090753859.html,14 Charlotte,Detroit,48201,MI,,,TRUE,Historic apartment living in Midtown
The Addison,rental,2 bedroom,2,1,1365,,TRUE,FALSE,TRUE,FALSE,Joel Landy,313-586-7496,cassave@aol.com,http://detroit.craigslist.org/wyn/apa/5090739211.html,14 Charlotte,Detroit,48201,MI,,,TRUE,Historic apartment living in Midtown
Carlton Lofts,rental,2 bedroom,2,2,1950,,TRUE,FALSE,TRUE,TRUE,Rick,248-514-8649,Please Call,http://www.carltonlofts.com/,2915 John R.,Detroit,48201,MI,,,FALSE,Luxury loft development in Brush Park
74 Charlotte,rental,1 Bedroom,1,1,785,,TRUE,FALSE,TRUE,FALSE,Joel Landy,313-586-7496,cassave@aol.com,http://www.cassavenue.com/Charlotte-Street.html,74 Charlotte,Detroit,48201,MI,,,FALSE,Renovated apartments in a historic home
Cass Park Apartments,rental,1 Bedroom,1,1,850,,TRUE,FALSE,TRUE,FALSE,Amanda Davenport,313-338-3917,downtown@pmapts.com,http://www.apartments.com/cass-park-apartments-detroit-mi/r2l1bm0/,2714 Second Ave,Detroit,48201,MI,,,TRUE,Historic units in Midtown
Cass Park Apartments,rental,Studio,0,1,650,,TRUE,FALSE,TRUE,FALSE,Amanda Davenport,313-338-3917,downtown@pmapts.com,http://www.apartments.com/cass-park-apartments-detroit-mi/r2l1bm0/,2714 Second Ave,Detroit,48201,MI,,,TRUE,Historic units in Midtown
675 Willis,rental,3 Bedroom,3,1,1300,,TRUE,FALSE,FALSE,FALSE,Marwood Property,248-219-4900,qhnzd-5063995398@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5063995398.html,,Detroit,48201,MI,,,TRUE,Renovated apartments in a historic building
New Center Square Apartments,rental,2 bedroom,2,1,670,,FALSE,FALSE,FALSE,FALSE,Shelborne Development,313-656-4146,Please Call,http://detroit.craigslist.org/wyn/apa/5043417992.html,640 Delaware St,Detroit,48202,MI,,,TRUE,"Newly renovated, income restricted apartments in New Center"
Pallister Plaisance,rental,1 Bedroom,1,1,665,,FALSE,FALSE,TRUE,FALSE,Saperstein & Assoc,313-873-6996,�pallister@sapersteinassoc.com,http://pallisterdetroit.com/wordpress/,888 Pallister,Detroit,48202,MI,,,TRUE,New Center apartment with lots of amenities
The Pavilion,rental,Studio,0,1,757-992,,TRUE,FALSE,TRUE,FALSE,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,TRUE,"Lafayette Park high rise, steps from Greektown"
The Pavilion,rental,1 Bedroom,1,1,976-1111,,TRUE,FALSE,TRUE,FALSE,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,TRUE,"Lafayette Park high rise, steps from Greektown"
The Pavilion,rental,2 bedroom,2,1,1393-1713,,TRUE,FALSE,TRUE,FALSE,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,TRUE,"Lafayette Park high rise, steps from Greektown"
Lafayette Towers,rental,Studio,1,1,575-665,,TRUE,TRUE,TRUE,FALSE,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,TRUE,High rise living in Lafayette Park
Lafayette Towers,rental,1 Bedroom,1,1,730-815,,TRUE,TRUE,TRUE,FALSE,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,TRUE,High rise living in Lafayette Park
Lafayette Towers,rental,2 bedroom,2,2,899-1350,,TRUE,TRUE,TRUE,FALSE,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,TRUE,High rise living in Lafayette Park
Lafayette Towers,rental,3 Bedroom,2,2,1200-1600,,TRUE,TRUE,TRUE,FALSE,Fourmidable,313-567-6100,Please Call,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,TRUE,High rise living in Lafayette Park
The Manchester,rental,1 Bedroom,1,1,750,,TRUE,FALSE,TRUE,FALSE,Alesia Lee,313-502-5487,manchester@pmapts.com,https://detroit.craigslist.org/wyn/apa/5001696333.html,2016 E Jefferson Ave,Detroit,48207,MI,,,TRUE,Historic apartments near Detroit's riverfront
Jean Rivard Apartments,rental,1 Bedroom,1,1,795-815,,TRUE,FALSE,TRUE,FALSE,Standard Construction Co.,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,FALSE,Garden apartment community steps from Greektown
Jean Rivard Apartments,rental,2 bedroom,2,2,945-955,,TRUE,FALSE,TRUE,FALSE,Standard Construction Co.,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,FALSE,Garden apartment community steps from Greektown
Jean Rivard Apartments,rental,Townhouse,2,2,1215,,TRUE,FALSE,TRUE,FALSE,Standard Construction Co.,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,FALSE,Garden apartment community steps from Greektown
The Palms,rental,Studio,0,1,650,,TRUE,FALSE,TRUE,FALSE,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,FALSE,Historic building within walking distance of downtown
The Palms,rental,1 Bedroom,1,1,700-1000,,TRUE,FALSE,TRUE,FALSE,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,FALSE,Historic building within walking distance of downtown
The Palms,rental,2 bedroom,2,1,900-1300,,TRUE,FALSE,TRUE,FALSE,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,FALSE,Historic building within walking distance of downtown
The Palms East,rental,1 Bedroom,1,1,760-880,,TRUE,FALSE,TRUE,FALSE,Joyce Freeman,313-259-4450,thepalmseast@yahoo.com,http://detroit.craigslist.org/wyn/apa/5023471083.html,1531 E. Larned,Detroit,48207,MI,,,TRUE,"Apartment living in Lafayette Park, near downtown Detroit"
The Palms East,rental,Loft,1,1.5,1025-1050,,TRUE,FALSE,TRUE,FALSE,Joyce Freeman,,thepalmseast@yahoo.com,http://princetonmanagement.com/apartments/michigan/palms-east/,1531 E. Larned,Detroit,48207,MI,,,FALSE,"Apartment living in Lafayette Park, near downtown Detroit"
City Place,rental,Studio,0,1,729,,TRUE,TRUE,TRUE,FALSE,David Hill,313-241-6754,dhill@cityplacedetrroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,TRUE,Studios and one-bedroom apartments in Lafayette Park
City Place,rental,1 Bedroom,1,1,889,,TRUE,TRUE,TRUE,FALSE,David Hill,313-241-6754,dhill@cityplacedetrroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,TRUE,Studios and one-bedroom apartments in Lafayette Park
City Place,rental,Delux,1,1,925,,TRUE,TRUE,TRUE,FALSE,David Hill,313-241-6754,dhill@cityplacedetrroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,TRUE,Studios and one-bedroom apartments in Lafayette Park
Gold Cash Gold Lofts,rental,2 bedroom,2,2,1300-1400,,TRUE,FALSE,FALSE,FALSE,O'Connor Detroit,313-963-9891,info@oconnordetroit.com,http://oconnordetroit.com/,2100 Michigan Ave ,Detroit,48216,MI,,,FALSE,New lofts above a popular restaurant
E and B Brewery Lofts,rental,Studio,0,1,1000-1200,,TRUE,FALSE,TRUE,TRUE,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,FALSE,Renovated lofts in Eastern Market
E and B Brewery Lofts,rental,1 Bedroom,1,1,1200-1500,,TRUE,FALSE,TRUE,TRUE,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,FALSE,Renovated lofts in Eastern Market
E and B Brewery Lofts,rental,2 bedroom,2,1,1585-1750,,TRUE,FALSE,TRUE,TRUE,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,FALSE,Renovated lofts in Eastern Market
E and B Brewery Lofts,rental,2 bedroom,2,2,1750-2000,,TRUE,FALSE,TRUE,TRUE,Michele,313-831-3346,michele@pelleritofoods.com,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,FALSE,Renovated lofts in Eastern Market
Lofts at Rivertown,rental,1 Bedroom,1,1,1275,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=220&Itemid=181,6533 E. Jefferson,Detroit,48207,MI,,,TRUE,Historic lofts near Belle Isle
Lofts at Rivertown,rental,1 Bedroom,1,1,1200,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=220&Itemid=181,6533 E. Jefferson,Detroit,48207,MI,,,TRUE,Historic lofts near Belle Isle
Lofts at Rivertown,rental,Studio,0,1,950,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=221&Itemid=181,6533 E. Jefferson,Detroit,48207,MI,,,TRUE,Historic lofts near Belle Isle
River Place Luxury Apts,rental,Brownstone,1,1.5,1060,,TRUE,TRUE,TRUE,TRUE,Yvonne,866-845-2669,riverplace@greystar.com,http://www.riverplaceluxuryapartments.com/,500 River Placfe Drive,Detroit,48207,MI,,,FALSE,Updated apartments in a gated community
River Place Luxury Apts,rental,1 Bedroom,1,1,995,,TRUE,TRUE,TRUE,TRUE,Yvonne,866-845-2669,riverplace@greystar.com,http://www.riverplaceluxuryapartments.com/,500 River Placfe Drive,Detroit,48207,MI,,,FALSE,Updated apartments in a gated community
Shoreline East,rental,1 Bedroom,1,,750,,TRUE,FALSE,TRUE,FALSE,Coldwell Banker Realty Solutions,313-886-4200,Please Call,http://www.zillow.com/homedetails/8900-E-Jefferson-Ave-APT-1132-Detroit-MI-48214/2103954339_zpid/,8900 E. Jefferson,Detroit,48214,MI,,,TRUE,Riverfront living in a gated condo community
Kean Apartments,rental,1 Bedroom,1,1,685,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/kean-residences/,8925 E Jefferson ,Detroit,48214,MI,,,TRUE,Historic apartments in English Village
Kean Apartments,rental,2 bedroom,2,1,765,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/kean-residences/,8925 E Jefferson ,Detroit,48214,MI,,,FALSE,Historic apartments in English Village
Hibbard Tower,rental,1 Bedroom,1,1,599,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/hibbard-tower-residences/,8909 E Jefferson,Detroit,48214,MI,,,TRUE,Historic apartments in English Village
Hibbard Tower,rental,2 bedroom,2,1,750,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/hibbard-tower-residences/,8909 E Jefferson,Detroit,48214,MI,,,TRUE,Historic apartments in English Village
Hibbard Tower,rental,2 bedroom,2,2,785,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/hibbard-tower-residences/,8909 E Jefferson,Detroit,48214,MI,,,TRUE,Historic apartments in English Village
Trombley-Lodge ,rental,Studio,0,1,450-550,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/trombley-lodge-residences/,8925 E. Jefferson,Detroit,48214,MI,,,TRUE,Historic studio and one-bedroom apartments near the East Jefferson Corridor
Trombley-Lodge ,rental,1 Bedroom,1,1,600,,TRUE,FALSE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/trombley-lodge-residences/,8925 E. Jefferson,Detroit,48214,MI,,,FALSE,Historic studio and one-bedroom apartments near the East Jefferson Corridor
Alden Towers,rental,2 bedroom,2,2,1099,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,FALSE,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,2 bedroom,2,1.5,849,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,FALSE,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,2 bedroom,2,1,789,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,FALSE,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,1 Bedroom,1,1,677,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,FALSE,Recently renovated apartments in a historic building on Detroit's riverfront
Alden Towers,rental,Studio,0,1,450,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/alden-towers/,8100 E. Jefferson,Detroit,48214,MI,,,FALSE,Recently renovated apartments in a historic building on Detroit's riverfront
Van Dyke Manor,rental,1 Bedroom,1,1,590,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/van-dyke-manor/,1000 Van Dyke,Detroit,48214,MI,,,FALSE,"Historic residence with studios, one-, and two-bedroom apartments in Indian Village"
Van Dyke Manor,rental,2 bedroom,2,2,715,,TRUE,TRUE,TRUE,FALSE,Joyelle Lewis,313-822-0808, jlewis@tritonproperties.com,https://tritonproperties.com/properties/residential/michigan/van-dyke-manor/,1000 Van Dyke,Detroit,48214,MI,,,FALSE,"Historic residence with studios, one-, and two-bedroom apartments in Indian Village"
The Jeffersonian,rental,1 Bedroom,1,1,710,,FALSE,FALSE,TRUE,FALSE,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,TRUE,High-rise living on Detroit�s East Riverfront
The Jeffersonian,rental,2 bedroom,2,2,831,,FALSE,FALSE,TRUE,FALSE,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,TRUE,High-rise living on Detroit�s East Riverfront
The Jeffersonian,rental,3 Bedroom,3,2,1489,,FALSE,FALSE,TRUE,FALSE,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,FALSE,High-rise living on Detroit�s East Riverfront
The Jeffersonian,rental,4 bedroom,4,3,2060,,FALSE,FALSE,TRUE,FALSE,Saperstein & Assoc,313-823-3000,Visit Website,http://jeffersoniandetroit.com/index.html,9000 E Jefferson,Detroit,48214,MI,,,FALSE,High-rise living on Detroit�s East Riverfront
Campau Farms ,rental,2 bedroom,2,2,1350,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=287&Itemid=181,1756 Campau Farms,Detroit,48207,MI,,,TRUE,"Gated townhome community, near Lafayette Park"
Campau Farms ,rental,2 bedroom,2,1.5,1350,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=284&Itemid=181,1910 Campau Farms,Detroit,48207,MI,,,TRUE,"Gated townhome community, near Lafayette Park"
Campau Farms ,rental,2 bedroom,2,2,1750,,FALSE,FALSE,TRUE,TRUE,India Shepard,248-626-2100,Please Call,http://www.trulia.com/rental/3190843195-2930-Prince-Hall-Dr-Detroit-MI-48207,2930 Prince Hall Dr,Detroit,48207,MI,,,TRUE,"Gated townhome community, near Lafayette Park"
Joliet Place Townhome,rental,3 Bedroom,3,1.5,2600,,FALSE,FALSE,TRUE,TRUE,Constance Bodurow,Please Email,qz5c2-5038095894@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5038095894.html,Joliet Place,Detroit,48207,MI,,,TRUE,Mies Van der Rohe-designed townhomes near downtown
Leland Lofts,rental,1 Bedroom,1,1,1500,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=280&Itemid=181,1395 Antietam,Detroit,48207,MI,,,TRUE,Historic lofts in Lafayette Park
Leland Lofts,rental,1 Bedroom,1,1,1700,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=285&Itemid=181,1395 Antietam,Detroit,48207,MI,,,TRUE,Historic lofts in Lafayette Park
Detroit Towers,rental,3 Bedroom,3,2,3000,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=234&Itemid=181,8162 E. Jefferson,Detroit,48214,MI,,,TRUE,Historic luxury apartments on the Detroit River
Harbortown Apartments,rental,1 Bedroom,1,1,1175,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=30&Itemid=181,250 E. Harbortown Dr,Detroit,48214,MI,,,TRUE,Waterfront living in a gated community
Harbortown Apartments,rental,1 Bedroom,1,2,1590,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://www.theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=54&Itemid=181,250 E. Harbortown Dr,Detroit,48214,MI,,,TRUE,Waterfront living in a gated community
Harbortown Townhome,rental,2 bedroom,2,2.5,2200,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://www.theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=229&Itemid=181,220 Main Sail Ct,Detroit,48214,MI,,,TRUE,Waterfront living in a gated community
Heritage at Riverbend,rental,3 Bedroom,3,2.5,1400,,FALSE,FALSE,TRUE,FALSE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=34&Itemid=181,13231 St. Ervin St,Detroit,48214,MI,,,TRUE,Townhome development in East Jefferson
Capitol Manor,rental,1 Bedroom,1,1,600,,FALSE,FALSE,FALSE,FALSE,RAA CMA,313-300-0253,gkrpq-5052618649@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5052618649.html,1725 Van Dyke,Detroit,48214,MI,,,TRUE,English Tudor style apartment building in historic Indian Village
Parkstone & Parkhurst,rental,Studio,0,1,700,,TRUE,FALSE,TRUE,FALSE,Shannon,313-823-0300,cr5vn-5091561631@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5091561631.html,1415 Parker,Detroit,48214,MI,,,TRUE,Renovated apartments with historic features in Indian Village
Parkstone & Parkhurst,rental,1 Bedroom,1,1,1050,,TRUE,FALSE,TRUE,FALSE,Shannon,313-823-0300,xdwq2-5052676688@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5052676688.html,1415 Parker,Detroit,48214,MI,,,TRUE,Renovated apartments with historic features in Indian Village
1025 Van Dyke,rental,3 Bedroom,3,1.5,1000,,TRUE,FALSE,TRUE,FALSE,First City Real Estate Services,313-824-2954,t8jqb-5024427833@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5024427833.html,1025 Van Dyke,Detroit,48214,MI,,,TRUE,Loft living in historic West Village
7882 Van Dyke,rental,3 Bedroom,3,2,1995,,FALSE,FALSE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=281&Itemid=181,7882 Van Dyke,Detroit,48214,MI,,,TRUE,Historic townhouse-style flat in West Village
